BLTH;NAMA GARDU;prabayar;;;paska;;;total;;;kapasitas;tanggal pengukuran;beban;% pembebanan;Kategori HI
;;daya;transaksi;kwh;daya;plg;kwh;daya tersambung total (kVa);Jumlah Pelanggan tersambung total;kWh Jual;;;;;
;;;;;;;;;;;;;;;
Apr-23;BH349;0;0;0;66000;1;2640;66000;1;2640;100;26/4/2023;10,365;10%;Baik
Apr-23;BH350;0;0;0;131000;1;21102;131000;1;21102;160;26/4/2023;12,901;8%;Baik
Apr-23;BH353;0;0;0;82500;1;3300;82500;1;3300;100;26/4/2023;8,998;9%;Baik
Apr-23;BH354;0;0;0;66000;1;2640;66000;1;2640;160;12/4/2023;11,979;7%;Baik
Apr-23;BH428;0;0;0;197000;1;25134;197000;1;25134;250;28/4/2023;14,325;6%;Baik
Apr-23;BH446;0;0;0;197000;1;13043;197000;1;13043;200;27/4/2023;31,185;16%;Baik
Apr-23;BH450;0;0;0;197000;1;10446;197000;1;10446;200;28/4/2023;10,378;5%;Baik
Apr-23;BH452;0;0;0;82500;1;5934;82500;1;5934;100;28/4/2023;13,378;13%;Baik
Apr-23;BH453;0;0;0;197000;1;11064;197000;1;11064;200;28/4/2023;13,82;7%;Baik
Apr-23;BH454;0;0;0;197000;1;15497;197000;1;15497;200;28/4/2023;14,763;7%;Baik
Apr-23;BH458;0;0;0;131000;1;9710;131000;1;9710;160;28/4/2023;10,598;7%;Baik
Apr-23;BH459;0;0;0;131000;1;23477;131000;1;23477;200;28/4/2023;12,897;6%;Baik
Apr-23;BH460;0;0;0;34300;2;1622;34300;2;1622;100;28/4/2023;14,762;15%;Baik
Apr-23;BH470;0;0;0;82500;1;3300;82500;1;3300;100;28/4/2023;7,392;7%;Baik
Apr-23;BH471;0;0;0;197000;1;11955;197000;1;11955;160;28/4/2023;2,308;1%;Baik
Apr-23;BH487;0;0;0;82500;1;11779;82500;1;11779;100;5/4/2023;65,192;65%;Cukup
Apr-23;BH507;0;0;0;197000;1;20450;197000;1;20450;200;5/4/2023;12,53;6%;Baik
Apr-23;BH520;0;0;0;41500;1;3323;41500;1;3323;100;12/4/2023;12,936;13%;Baik
Apr-23;BH525;0;0;0;53000;1;2120;53000;1;2120;100;26/4/2023;14,301;14%;Baik
Apr-23;BH536;0;0;0;131000;1;26524;131000;1;26524;160;27/4/2023;20,07;13%;Baik
Apr-23;BH537;0;0;0;53000;1;2397;53000;1;2397;100;26/4/2023;30,407;30%;Baik
Apr-23;BH538;0;0;0;53000;1;5132;53000;1;5132;100;27/4/2023;14,279;14%;Baik
Apr-23;BH656;0;0;0;131000;1;5983;131000;1;5983;160;28/4/2023;6,228;4%;Baik
Apr-23;BH664;0;0;0;131000;1;19811;131000;1;19811;160;4/4/2023;60,544;38%;Baik
Apr-23;BH777;0;0;0;66000;1;11597;66000;1;11597;100;4/4/2023;28,465;28%;Baik
Apr-23;BH801;0;0;0;197000;1;13178;197000;1;13178;250;12/4/2023;30,303;12%;Baik
Apr-23;BH802;0;0;0;131000;1;12088;131000;1;12088;160;28/4/2023;3,692;2%;Baik
Apr-23;BH813;0;0;0;147000;1;7003;147000;1;7003;160;5/4/2023;9,933;6%;Baik
Apr-23;BH814;0;0;0;41500;1;4368;41500;1;4368;160;4/4/2023;4,382;3%;Baik
Apr-23;BH828;0;0;0;105000;1;10025;105000;1;10025;100;5/4/2023;14,179;14%;Baik
Apr-23;BH849;0;0;0;105000;1;5092;105000;1;5092;250;5/4/2023;4,872;2%;Baik
Apr-23;BH851;0;0;0;131000;1;5240;131000;1;5240;160;28/4/2023;11,286;7%;Baik
Apr-23;BH866;0;0;0;13200;1;958;13200;1;958;100;28/4/2023;4,87;5%;Baik
Apr-23;BH875;0;0;0;164000;1;21161;164000;1;21161;200;5/4/2023;10,208;5%;Baik
Apr-23;BH881;0;0;0;66000;1;2640;66000;1;2640;100;12/4/2023;26,065;26%;Baik
Apr-23;BH883;0;0;0;41500;1;6729;41500;1;6729;50;5/4/2023;27,144;54%;Baik
Apr-23;BH930;0;0;0;53000;1;2120;53000;1;2120;100;27/4/2023;13,148;13%;Baik
Apr-23;BH935;0;0;0;82500;1;12222;82500;1;12222;100;30/4/2023;20,589;21%;Baik
Apr-23;BH960;0;0;0;66000;1;3304;66000;1;3304;160;5/4/2023;27,951;17%;Baik
Apr-23;BH988;0;0;0;197000;1;7880;197000;1;7880;200;12/4/2023;37,31;19%;Baik
May-23;BB1113;0;0;0;66000;1;8679;66000;1;8679;100;22/5/2023;86,856;87%;Kurang
May-23;BB436;185400;32;10938,9;370800;78;81343;556200;110;92281,9;160;22/5/2023;109,725;69%;Cukup
May-23;BB472;137300;24;9166,4;104400;15;18394;241700;39;27560,4;160;22/5/2023;105,567;66%;Cukup
May-23;BB557;20300;7;1799,3;239200;32;51187;259500;39;52986,3;200;22/5/2023;134,442;67%;Cukup
May-23;BB852;68900;9;6213,1;200200;39;62154;269100;48;68367,1;200;22/5/2023;72,534;36%;Baik
May-23;BB435;7700;1;329,7;65200;10;7278;72900;11;7607,7;160;22/5/2023;141,603;89%;Kurang
May-23;BB729;6600;1;329,7;214800;13;16027;221400;14;16356,7;250;22/5/2023;96,327;39%;Baik
May-23;BB112;331500;334;16863,6;106700;110;27166;438200;444;44029,6;160;17/5/2023;114,181;71%;Cukup
May-23;BB286;847050;1370;70138,3;104800;323;62611;951850;1693;132749,3;200;17/5/2023;160,084;80%;Kurang
May-23;BH251;386100;116;7394,2;106300;26;11010;492400;142;18404,2;160;9/5/2023;56,443;35%;Baik
May-23;BH269;744050;899;46219,3;189400;161;34323;933450;1060;80542,3;160;9/5/2023;109,725;69%;Cukup
May-23;BD1103;187700;184;8504,5;164450;71;25779;352150;255;34283,5;100;5/5/2023;45,606;46%;Baik
May-23;BD016;127900;43;6291,9;294000;41;41153;421900;84;47444,9;160;5/5/2023;37,169;23%;Baik
May-23;BD1559;0;0;0;0;0;0;0;0;0;100;5/5/2023;9,773;10%;Baik
May-23;BD1532;0;0;0;0;0;0;0;0;0;100;5/5/2023;3,241;3%;Baik
May-23;BD192;259850;267;11864,7;24250;46;8964;284100;313;20828,7;160;5/5/2023;27,23;17%;Baik
May-23;BD1345;52600;25;5386,3;181600;50;36728;234200;75;42114,3;200;5/5/2023;38,235;19%;Baik
May-23;BD698;58300;11;2397,8;174400;34;28220;232700;45;30617,8;100;5/5/2023;54,365;54%;Baik
May-23;BD1433;0;0;0;53000;1;14424;53000;1;14424;200;5/5/2023;11,116;6%;Baik
May-23;BD051;0;0;0;164000;1;14862;164000;1;14862;160;5/5/2023;26,961;17%;Baik
May-23;BD050;118600;46;8191,3;208600;50;23243;327200;96;31434,3;250;5/5/2023;39,353;16%;Baik
May-23;BD049;526350;206;14442,5;104650;103;31910;631000;309;46352,5;150;5/5/2023;34,023;23%;Baik
May-23;BD1246;14000;6;2322,4;226400;47;32411;240400;53;34733,4;200;5/5/2023;35,419;18%;Baik
May-23;BD048;184000;102;9794,8;106600;96;29044;290600;198;38838,8;160;5/5/2023;30,04;19%;Baik
May-23;BD029;18100;5;1524,1;244300;4;15419;262400;9;16943,1;200;5/5/2023;9,272;5%;Baik
May-23;BD047;219100;51;5109,7;284100;35;32817;503200;86;37926,7;160;5/5/2023;48,302;30%;Baik
May-23;BD046;307700;76;10991;204550;70;32586;512250;146;43577;100;5/5/2023;4,725;5%;Baik
May-23;BD1347;0;0;0;0;0;0;0;0;0;100;5/5/2023;41,936;42%;Baik
May-23;BD044;0;0;0;105000;1;11407;105000;1;11407;100;5/5/2023;14,929;15%;Baik
May-23;BD045;0;0;0;105000;1;10583;105000;1;10583;200;5/5/2023;9,128;5%;Baik
May-23;BD1085;0;0;0;105000;1;8563;105000;1;8563;200;5/5/2023;10,009;5%;Baik
May-23;BD041;156300;45;8978,1;134000;62;25182;290300;107;34160,1;100;5/5/2023;29,9;30%;Baik
May-23;BD040;115300;44;5537,9;135900;56;22840;251200;100;28377,9;160;5/5/2023;35,205;22%;Baik
May-23;BD1235;35000;31;3244,8;210200;39;24678;245200;70;27922,8;100;5/5/2023;37,496;37%;Baik
May-23;BD026;234750;215;12881;236850;128;53976;471600;343;66857;160;5/5/2023;65,734;41%;Baik
May-23;BD025;54700;23;3671,3;132840;39;17323;187540;62;20994,3;100;5/5/2023;16,909;17%;Baik
May-23;BD024;0;0;0;20900;4;2691;20900;4;2691;200;5/5/2023;6,633;3%;Baik
May-23;BD023;0;0;0;197000;1;42324;197000;1;42324;250;5/5/2023;27,376;11%;Baik
May-23;BD022;119100;28;5044,7;179800;31;21604;298900;59;26648,7;100;5/5/2023;26,694;27%;Baik
May-23;BD020;0;0;0;13200;1;1483;13200;1;1483;100;5/5/2023;7,334;7%;Baik
May-23;BD021;195900;81;9850,5;484950;94;91497;680850;175;101347,5;200;5/5/2023;113,721;57%;Baik
May-23;BB1669;0;0;0;0;0;0;0;0;0;200;5/5/2023;53,053;27%;Baik
May-23;BB1670;0;0;0;0;0;0;0;0;0;200;5/5/2023;46,252;23%;Baik
May-23;BB1671;0;0;0;0;0;0;0;0;0;200;5/5/2023;50,285;25%;Baik
May-23;BB1672;0;0;0;0;0;0;0;0;0;200;5/5/2023;96,131;48%;Baik
May-23;BB1652;0;0;0;0;0;0;0;0;0;250;5/5/2023;74,842;30%;Baik
May-23;BB1673;0;0;0;0;0;0;0;0;0;200;5/5/2023;78,997;39%;Baik
May-23;BH148;222900;226;11163,2;21950;58;13784;244850;284;24947,2;200;8/5/2023;36,498;18%;Baik
May-23;BH209;117400;80;6752,3;11800;60;11709;129200;140;18461,3;100;8/5/2023;26,065;26%;Baik
May-23;BH166;226200;220;10966,4;17100;81;14292;243300;301;25258,4;100;8/5/2023;41,632;42%;Baik
May-23;BH058;310000;284;14825,6;65750;210;44916;375750;494;59741,6;200;8/5/2023;88,473;44%;Baik
May-23;BH125;234600;203;14835,6;14400;66;13227;249000;269;28062,6;200;8/5/2023;50,04;25%;Baik
May-23;BH675;153700;151;10602,2;1300;2;362;155000;153;10964,2;50;8/5/2023;9,925;20%;Baik
May-23;BH922;244700;279;9853,8;76200;31;11425;320900;310;21278,8;100;8/5/2023;43,249;43%;Baik
May-23;BH040;641050;1040;48198,6;38450;305;43393;679500;1345;91591,6;250;8/5/2023;175,098;70%;Cukup
May-23;BH134;345500;495;24084,7;61350;364;56522;406850;859;80606,7;200;8/5/2023;125,829;63%;Cukup
May-23;BH987;235000;188;15092,4;34300;3;3133;269300;191;18225,4;200;8/5/2023;15,568;8%;Baik
May-23;BH131;348200;618;24669;101350;278;47247;449550;896;71916;160;8/5/2023;161,237;101%;Buruk
May-23;BH238;818600;958;69527,2;58700;115;19492;877300;1073;89019,2;160;8/5/2023;69,069;43%;Baik
May-23;BH936;361950;396;20233,5;36350;187;28021;398300;583;48254,5;100;8/5/2023;93,516;94%;Kurang
May-23;BH1061;0;0;0;0;0;0;0;0;0;200;8/5/2023;15,793;8%;Baik
May-23;BH628;129350;123;7537,6;14200;44;6508;143550;167;14045,6;100;8/5/2023;68,376;68%;Cukup
May-23;BH1069;0;0;0;0;0;0;0;0;0;200;8/5/2023;29,676;15%;Baik
May-23;BH1067;0;0;0;0;0;0;0;0;0;100;8/5/2023;30,62;31%;Baik
May-23;BH897;862550;1068;78206,3;74500;107;24656;937050;1175;102862,3;100;8/5/2023;68,42;68%;Cukup
May-23;BH1033;0;0;0;41500;1;2180;41500;1;2180;50;8/5/2023;7,657;15%;Baik
May-23;BH624;251500;113;7973,7;169200;15;14415;420700;128;22388,7;160;9/5/2023;225,687;141%;Buruk
May-23;BH713;236000;170;8940,8;73750;62;16717;309750;232;25657,8;100;9/5/2023;25,365;25%;Baik
May-23;BE151;257400;151;17971,7;235050;49;31774;492450;200;49745,7;100;9/5/2023;61,925;62%;Cukup
May-23;BE606;0;0;0;105000;1;1955;105000;1;1955;160;9/5/2023;35,612;22%;Baik
May-23;BE1728;0;0;0;66000;1;2640;66000;1;2640;100;9/5/2023;29,444;29%;Baik
May-23;BE1513;120200;61;9467,4;71300;18;12718;191500;79;22185,4;100;9/5/2023;60,689;61%;Cukup
May-23;BE1141;519900;147;27031,1;153200;75;40951;673100;222;67982,1;160;9/5/2023;103,58;65%;Cukup
May-23;BH692;751000;876;47719,9;207350;148;31370;958350;1024;79089,9;100;9/5/2023;53,59;54%;Baik
May-23;BH607;192950;168;9222,2;22500;55;8842;215450;223;18064,2;100;9/5/2023;32,34;32%;Baik
May-23;BH067;282350;328;15995,1;74600;125;27009;356950;453;43004,1;160;9/5/2023;77,256;48%;Baik
May-23;BH792;73700;59;3422,1;99050;37;10023;172750;96;13445,1;100;9/5/2023;14,784;15%;Baik
May-23;BH501;212950;169;7186,2;16350;22;5919;229300;191;13105,2;160;9/5/2023;18,089;11%;Baik
May-23;BH352;86200;82;3550,9;1800;2;124;88000;84;3674,9;100;9/5/2023;24,23;24%;Baik
May-23;BH140;215600;273;12082,3;34050;66;14345;249650;339;26427,3;100;9/5/2023;42,966;43%;Baik
May-23;BH226;529900;758;44904,9;142950;194;39518;672850;952;84422,9;160;9/5/2023;89,265;56%;Baik
May-23;BH815;181100;156;8435,5;4400;12;2077;185500;168;10512,5;160;9/5/2023;43,386;27%;Baik
May-23;BH120;208400;233;10899,8;7100;11;1209;215500;244;12108,8;100;9/5/2023;41,349;41%;Baik
May-23;BH1052;0;0;0;0;0;0;0;0;0;100;9/5/2023;41,526;42%;Baik
May-23;BH894;163300;140;9040,8;0;0;0;163300;140;9040,8;100;9/5/2023;20,79;21%;Baik
May-23;BH1062;0;0;0;0;0;0;0;0;0;250;9/5/2023;52,455;21%;Baik
May-23;BH850;339500;305;19220,5;3500;2;607;343000;307;19827,5;160;9/5/2023;32,068;20%;Baik
May-23;BH864;61400;60;2112,3;0;0;0;61400;60;2112,3;160;9/5/2023;30,439;19%;Baik
May-23;BH136;939100;1107;80843,8;92750;222;42217;1031850;1329;123060,8;160;9/5/2023;139,986;87%;Kurang
May-23;BH1076;0;0;0;0;0;0;0;0;0;160;9/5/2023;5,794;4%;Baik
May-23;BH026;559900;644;32303,3;70350;239;33161;630250;883;65464,3;160;9/5/2023;112,984;71%;Cukup
May-23;BH968;39900;55;2113,6;103700;8;17738;143600;63;19851,6;100;9/5/2023;15,708;16%;Baik
May-23;BE212;89600;51;4973,9;36800;84;18465;126400;135;23438,9;100;9/5/2023;37,032;37%;Baik
May-23;BE1890;541700;489;33977,4;91300;121;33591;633000;610;67568,4;100;9/5/2023;73,791;74%;Cukup
May-23;BE1776;350000;277;19176,6;264100;92;29017;614100;369;48193,6;100;9/5/2023;78,072;78%;Cukup
May-23;BE727;145600;73;6031,1;58300;6;12306;203900;79;18337,1;250;9/5/2023;100,92;40%;Baik
May-23;BE1792;54100;41;3677,7;32250;12;5200;86350;53;8877,7;100;9/5/2023;44,435;44%;Baik
May-23;BE1096;690450;719;36907,9;79800;206;47257;770250;925;84164,9;160;9/5/2023;158;99%;Kurang
May-23;BE1374;522950;597;31834,5;73650;218;39653;596600;815;71487,5;160;9/5/2023;120,481;75%;Cukup
May-23;BE120;711500;1078;52676,8;244190;177;69353;955690;1255;122029,8;160;9/5/2023;115,335;72%;Cukup
May-23;BH609;317900;342;13622,5;26600;133;21202;344500;475;34824,5;250;10/5/2023;69,801;28%;Baik
May-23;BE1942;8100;9;274,1;53000;1;3472;61100;10;3746,1;100;10/5/2023;31,264;31%;Baik
May-23;BE681;0;0;0;82500;1;5651;82500;1;5651;100;10/5/2023;34,612;35%;Baik
May-23;BE1422;343650;287;19095,8;121550;198;47899;465200;485;66994,8;100;10/5/2023;89,98;90%;Kurang
May-23;BE1502;130650;120;9426,5;38500;102;27364;169150;222;36790,5;100;10/5/2023;79,557;80%;Cukup
May-23;BE769;161700;126;9966,6;103900;147;37817;265600;273;47783,6;160;10/5/2023;59,52;37%;Baik
May-23;BE170;844200;1038;51182,9;93900;227;48514;938100;1265;99696,9;200;10/5/2023;126,119;63%;Cukup
May-23;BE1881;422150;347;25185,9;112200;73;20890;534350;420;46075,9;100;10/5/2023;97,317;97%;Kurang
May-23;BE1218;187800;98;12274,9;76700;93;30032;264500;191;42306,9;160;10/5/2023;103,127;64%;Cukup
May-23;BE1219;338600;192;20533,1;56100;105;29973;394700;297;50506,1;160;10/5/2023;111,141;69%;Cukup
May-23;BE1353;311200;145;24317,3;28700;28;10108;339900;173;34425,3;160;10/5/2023;93,832;59%;Baik
May-23;BD1548;0;0;0;0;0;0;0;0;0;100;10/5/2023;18,628;19%;Baik
May-23;BD450;97350;71;5056,6;174100;45;37075;271450;116;42131,6;200;10/5/2023;29,824;15%;Baik
May-23;BD1465;4400;1;544,9;66000;1;11194;70400;2;11738,9;100;10/5/2023;16,533;17%;Baik
May-23;BD019;271600;46;9697,7;238300;26;29687;509900;72;39384,7;150;10/5/2023;43,487;29%;Baik
May-23;BD018;113350;36;13281,2;197000;59;32173;310350;95;45454,2;200;10/5/2023;50,809;25%;Baik
May-23;BD017;41200;10;1519,2;251400;14;39391;292600;24;40910,2;160;10/5/2023;40,525;25%;Baik
May-23;BD057;16500;3;708,4;227700;15;33759;244200;18;34467,4;200;10/5/2023;33,182;17%;Baik
May-23;BD1038;0;0;0;0;0;0;0;0;0;160;10/5/2023;11,585;7%;Baik
May-23;BD055;178200;16;3639,9;193000;28;21985;371200;44;25624,9;200;10/5/2023;35,247;18%;Baik
May-23;BD1388;0;0;0;53000;1;2895;53000;1;2895;100;10/5/2023;24,202;24%;Baik
May-23;BD145;119450;63;5905;179300;28;16319;298750;91;22224;250;10/5/2023;54,763;22%;Baik
May-23;BD053;14000;4;926,5;252000;23;14734;266000;27;15660,5;200;10/5/2023;47,934;24%;Baik
May-23;BD052;30800;5;3642,6;255900;31;27738;286700;36;31380,6;250;10/5/2023;35,146;14%;Baik
May-23;BD1519;0;0;0;0;0;0;0;0;0;100;10/5/2023;10,597;11%;Baik
May-23;BD056;115400;34;5703,7;239900;25;18340;355300;59;24043,7;250;10/5/2023;32,24;13%;Baik
May-23;BD971;50200;7;1439,6;326500;36;33511;376700;43;34950,6;160;10/5/2023;34,343;21%;Baik
May-23;BD778;0;0;0;0;0;0;0;0;0;100;10/5/2023;23,836;24%;Baik
May-23;BD1543;0;0;0;0;0;0;0;0;0;250;10/5/2023;7,648;3%;Baik
May-23;BD058;85500;9;3070,4;235500;29;20637;321000;38;23707,4;250;10/5/2023;42,234;17%;Baik
May-23;BD1100;0;0;0;53000;1;5828;53000;1;5828;100;10/5/2023;12,515;13%;Baik
May-23;BD059;85800;12;3445,5;477700;34;33665;563500;46;37110,5;200;10/5/2023;28,241;14%;Baik
May-23;BD060;193300;116;8640,4;116800;33;18812;310100;149;27452,4;200;10/5/2023;45,562;23%;Baik
May-23;BD1117;0;0;0;105000;1;9893;105000;1;9893;160;10/5/2023;10,87;7%;Baik
May-23;BD689;474150;386;21727,8;143550;119;39115;617700;505;60842,8;160;10/5/2023;46,836;29%;Baik
May-23;BD654;197700;78;7113;66000;49;26681;263700;127;33794;160;10/5/2023;41,662;26%;Baik
May-23;BD1372;77500;30;4349,9;127800;39;20718;205300;69;25067,9;250;10/5/2023;24,585;10%;Baik
May-23;BD062;15400;7;448,7;60000;7;8270;75400;14;8718,7;250;10/5/2023;10,813;4%;Baik
May-23;BD063;416000;215;23240,6;340750;150;64538;756750;365;87778,6;200;10/5/2023;69,819;35%;Baik
May-23;BD1346;14000;12;640,4;54800;3;4543;68800;15;5183,4;100;10/5/2023;10,647;11%;Baik
May-23;BD064;511500;563;26643,8;167150;267;61683;678650;830;88326,8;200;10/5/2023;83,622;42%;Baik
May-23;BD1259;276500;209;16100,7;169300;108;38018;445800;317;54118,7;160;10/5/2023;48,741;30%;Baik
May-23;BE1656;0;0;0;197000;1;66353;197000;1;66353;250;11/5/2023;62,336;25%;Baik
May-23;BE873;0;0;0;0;0;0;0;0;0;160;11/5/2023;47,806;30%;Baik
May-23;BE904;0;0;0;302000;2;57525;302000;2;57525;100;11/5/2023;33,656;34%;Baik
May-23;BE1260;0;0;0;302000;2;33356;302000;2;33356;200;11/5/2023;56,708;28%;Baik
May-23;BE1309;0;0;0;105000;1;4350;105000;1;4350;100;11/5/2023;31,216;31%;Baik
May-23;BE766;111700;82;5726,6;79050;26;10806;190750;108;16532,6;100;11/5/2023;47;47%;Baik
May-23;BE1753;0;0;0;82500;1;4694;82500;1;4694;100;11/5/2023;31,635;32%;Baik
May-23;BE1779;0;0;0;66000;1;4451;66000;1;4451;100;11/5/2023;25,3;25%;Baik
May-23;BE1602;0;0;0;41500;1;2179;41500;1;2179;100;11/5/2023;31,671;32%;Baik
May-23;BE1773;107900;38;3299,1;19100;17;4301;127000;55;7600,1;100;11/5/2023;48,117;48%;Baik
May-23;BE1687;0;0;0;66000;1;5332;66000;1;5332;100;11/5/2023;37,594;38%;Baik
May-23;BE1282;272900;185;23677,6;26800;59;17857;299700;244;41534,6;160;11/5/2023;108,494;68%;Cukup
May-23;BE1283;137300;71;11132;21100;67;19307;158400;138;30439;100;11/5/2023;89,197;89%;Kurang
May-23;BE1348;515200;393;32386,3;41900;37;10834;557100;430;43220,3;100;11/5/2023;124,936;125%;Buruk
May-23;BE1195;343400;183;14734,2;166650;168;62168;510050;351;76902,2;200;11/5/2023;145,025;73%;Cukup
May-23;BE1671;551550;515;35832,4;78900;82;24343;630450;597;60175,4;160;11/5/2023;129,17;81%;Kurang
May-23;BB1476;0;0;0;0;0;0;0;0;0;100;11/5/2023;15,708;16%;Baik
May-23;BB1164;0;0;0;105000;1;4200;105000;1;4200;100;11/5/2023;68,698;69%;Cukup
May-23;BB622;60100;24;2980,5;161300;10;14715;221400;34;17695,5;160;11/5/2023;60,421;38%;Baik
May-23;BB036;58900;24;4448,8;236950;27;37019;295850;51;41467,8;200;11/5/2023;93,665;47%;Baik
May-23;BB510;77200;9;2727,7;120600;11;8763;197800;20;11490,7;250;11/5/2023;99,01;40%;Baik
May-23;BB781;24200;11;208,6;0;0;0;24200;11;208,6;100;11/5/2023;42,091;42%;Baik
May-23;BB870;0;0;0;124000;2;13602;124000;2;13602;160;11/5/2023;28,464;18%;Baik
May-23;BB461;0;0;0;197000;1;17536;197000;1;17536;250;11/5/2023;48,048;19%;Baik
May-23;BB680;0;0;0;83000;2;5778;83000;2;5778;100;11/5/2023;37,011;37%;Baik
May-23;BE1295;122000;35;4193,7;18400;41;12146;140400;76;16339,7;160;12/5/2023;74,112;46%;Baik
May-23;BE466;0;0;0;0;0;0;0;0;0;160;12/5/2023;115,76;72%;Cukup
May-23;BE1421;704800;436;52496,9;9200;8;2226;714000;444;54722,9;200;12/5/2023;149,766;75%;Cukup
May-23;BE1169;1031600;464;35571,5;270750;128;70519;1302350;592;106090,5;250;12/5/2023;119,987;48%;Baik
May-23;BE1609;360800;253;24320,4;1300;3;888;362100;256;25208,4;160;12/5/2023;83,878;52%;Baik
May-23;BB271;0;0;0;0;0;0;0;0;0;200;12/5/2023;18,067;9%;Baik
May-23;BB131;79550;78;2681;46350;16;9153;125900;94;11834;50;12/5/2023;24,641;49%;Baik
May-23;BB719;0;0;0;33000;1;3223;33000;1;3223;50;12/5/2023;23,7;47%;Baik
May-23;BB307;0;0;0;197000;1;13772;197000;1;13772;200;12/5/2023;28,069;14%;Baik
May-23;BB1551;0;0;0;0;0;0;0;0;0;100;12/5/2023;30,933;31%;Baik
May-23;BB464;417000;634;30424,8;188200;248;51794;605200;882;82218,8;200;12/5/2023;85,416;43%;Baik
May-23;BB594;0;0;0;0;0;0;0;0;0;200;12/5/2023;37,074;19%;Baik
May-23;BB065;0;0;0;197000;1;7880;197000;1;7880;200;12/5/2023;17,837;9%;Baik
May-23;BB037;214200;181;11022;265200;101;36744;479400;282;47766;160;12/5/2023;23,236;15%;Baik
May-23;BB1039;0;0;0;41500;1;2418;41500;1;2418;160;12/5/2023;16,192;10%;Baik
May-23;BB1554;0;0;0;0;0;0;0;0;0;100;14/5/2023;47,817;48%;Baik
May-23;BB921;107950;50;8647,8;193800;48;23089;301750;98;31736,8;100;14/5/2023;49,203;49%;Baik
May-23;BD598;20400;10;1257,3;181650;35;36018;202050;45;37275,3;100;15/5/2023;32,43;32%;Baik
May-23;BD610K;0;0;0;0;0;0;0;0;0;100;15/5/2023;10,951;11%;Baik
May-23;BD626;0;0;0;202700;10;41052;202700;10;41052;200;15/5/2023;90,712;45%;Baik
May-23;BD1087K;0;0;0;0;0;0;0;0;0;100;15/5/2023;42,456;42%;Baik
May-23;BD603;0;0;0;212400;20;26365;212400;20;26365;160;15/5/2023;54,51;34%;Baik
May-23;BD602;35200;8;87,2;296200;13;38918;331400;21;39005,2;200;15/5/2023;75,606;38%;Baik
May-23;BD600;0;0;0;102000;13;14792;102000;13;14792;100;15/5/2023;38,136;38%;Baik
May-23;BD1191K;0;0;0;0;0;0;0;0;0;250;15/5/2023;39,565;16%;Baik
May-23;BD604;68500;49;3636,1;226900;30;28390;295400;79;32026,1;150;15/5/2023;78,66;52%;Baik
May-23;BH768;320050;353;15581;62450;130;26159;382500;483;41740;100;15/5/2023;80,257;80%;Kurang
May-23;BH819;201500;145;15659;24300;3;1369;225800;148;17028;100;15/5/2023;30,085;30%;Baik
May-23;BH752;377900;280;27986,8;21100;3;2389;399000;283;30375,8;100;15/5/2023;50,408;50%;Baik
May-23;BH342;455000;232;29247,7;116850;144;38169;571850;376;67416,7;160;15/5/2023;132,704;83%;Kurang
May-23;BD478;45500;10;3841,2;402700;34;53298;448200;44;57139,2;250;15/5/2023;122,728;49%;Baik
May-23;BH698;746600;285;46458,8;177400;58;26195;924000;343;72653,8;160;15/5/2023;108,57;68%;Cukup
May-23;BD479K;0;0;0;0;0;0;0;0;0;100;15/5/2023;22,968;23%;Baik
May-23;BH474;850450;444;40505,4;204850;100;50778;1055300;544;91283,4;250;15/5/2023;126,968;51%;Baik
May-23;BD484;69200;10;2247;224500;19;22832;293700;29;25079;100;15/5/2023;37,26;37%;Baik
May-23;BH230;189300;191;10434,8;50650;60;18259;239950;251;28693,8;100;15/5/2023;50,424;50%;Baik
May-23;BD1010;9900;3;649,4;89000;4;9408;98900;7;10057,4;100;15/5/2023;21,17;21%;Baik
May-23;BH891;256750;227;14336;53300;80;24487;310050;307;38823;100;15/5/2023;81,92;82%;Kurang
May-23;BD485K;0;0;0;0;0;0;0;0;0;160;15/5/2023;6,44;4%;Baik
May-23;BH304;233400;200;13404,4;38750;114;23132;272150;314;36536,4;160;15/5/2023;100,023;63%;Cukup
May-23;BD486;0;0;0;96000;10;6399;96000;10;6399;160;15/5/2023;4,987;3%;Baik
May-23;BD449;24700;21;898,1;254700;17;40153;279400;38;41051,1;160;15/5/2023;75,259;47%;Baik
May-23;BD469;41700;5;1133,9;277850;17;27694;319550;22;28827,9;100;15/5/2023;38,532;39%;Baik
May-23;BD987;0;0;0;171900;12;20418;171900;12;20418;100;15/5/2023;36,408;36%;Baik
May-23;BD394;12700;4;1458,8;304400;13;53324;317100;17;54782,8;160;15/5/2023;30,145;19%;Baik
May-23;BD835K;0;0;0;0;0;0;0;0;0;100;15/5/2023;10,019;10%;Baik
May-23;BD488;2700;3;88,8;158600;13;16980;161300;16;17068,8;150;15/5/2023;43,01;29%;Baik
May-23;BD1025;0;0;0;138100;4;13524;138100;4;13524;100;15/5/2023;5,055;5%;Baik
May-23;BD765K;0;0;0;0;0;0;0;0;0;160;15/5/2023;28,896;18%;Baik
May-23;BD595;43400;14;1942;111400;18;19109;154800;32;21051;100;15/5/2023;39,79;40%;Baik
May-23;BD621K;0;0;0;0;0;0;0;0;0;100;15/5/2023;0,702;1%;Baik
May-23;BE1479;788000;460;40720,8;16300;4;2152;804300;464;42872,8;100;15/5/2023;98,015;98%;Kurang
